iter	RMSE
282	0.5517960591
283	0.5517535964
284	0.5517088544
285	0.5516945692
286	0.5516539868
287	0.5516092339
288	0.551546955
289	0.5514984188
290	0.5514560999
291	0.5514035974
292	0.551355884
293	0.5512965811
294	0.551260033
295	0.5512232536
296	0.5511741562
297	0.5511444319
298	0.5510992937
299	0.5510573708
300	0.5509896128
301	0.5509516725
302	0.5509141182
303	0.5508778037
304	0.550842575
305	0.5508164163
306	0.5507662828
307	0.5507424752
308	0.5507053729
309	0.5506694555
310	0.5506344265
311	0.5506093345
312	0.5505686202
313	0.5505182125
314	0.5504686494
315	0.5504415121
316	0.5504127233
317	0.5503814025
318	0.5503208062
319	0.5503002906
320	0.5502646693
321	0.5502267785
322	0.550158143
323	0.5501201908
324	0.5500905465
325	0.5500478077
326	0.5500289283
327	0.5500000737
328	0.5499554125
329	0.5499056581
330	0.5498692356
331	0.5498396876
332	0.5498166612
333	0.5497822972
334	0.5497549897
335	0.5497231734
336	0.5496658955
337	0.5496099209
338	0.5495649091
339	0.5495304796
340	0.5495006864
341	0.5494753836
342	0.5494214175
343	0.5493725188
344	0.5493511285
345	0.5493139021
346	0.5492727442
347	0.549266012
348	0.5492609094
349	0.5492231896
350	0.5491866477
351	0.5491487122
352	0.5491040416
353	0.5490586809
354	0.549025902
355	0.548991837
356	0.5489606461
357	0.5489185688
358	0.5488668186
359	0.5488358082
360	0.5488294644
361	0.5488082195
362	0.5487879882
363	0.5487873379
364	0.5487508942
365	0.5487178877
366	0.5486531411
367	0.5486112401
368	0.5485679128
369	0.5485648168
370	0.548543535
371	0.5485089521
372	0.5484576209
373	0.548457001
374	0.5484207616
375	0.5483916863
376	0.548358844
377	0.5483209266
378	0.5482709762
379	0.5482405533
380	0.5482116552
381	0.5481855023
382	0.5481814833
383	0.5481438179
384	0.5481247697
385	0.5480875646
386	0.5480301066
387	0.5479949945
388	0.5479766476
389	0.5479167406
390	0.5479114024
391	0.5479068418
392	0.547864607
393	0.547824204
394	0.5477767696
395	0.5477318729
396	0.547702179
397	0.5476781123
398	0.547675641
399	0.5476429491
400	0.5476091128
401	0.5475555065
402	0.5475175081
403	0.5474880384
404	0.5474567312
405	0.5474323868
406	0.5474024973
407	0.5473819195
408	0.5473581258
409	0.5473239658
410	0.5472914393
411	0.5472512215
412	0.5472178976
413	0.5471903924
414	0.547130169
415	0.5471114389
416	0.5470839837
417	0.5470416137
418	0.5469787831
419	0.5469450323
420	0.5468984939
421	0.5468670305
422	0.5468451953
423	0.546844727
424	0.5468070211
425	0.5467828027
426	0.5467411187
427	0.5467206385
428	0.5466810215
429	0.5466423078
430	0.5466156165
431	0.5465932778
432	0.5465489663
433	0.5464948166
434	0.546474848
435	0.5464063669
436	0.5463772831
437	0.546342129
438	0.5463156461
439	0.5462894593
440	0.5462458126
441	0.5462192528
442	0.5461800883
443	0.5461406232
444	0.5461155543
445	0.5460778453
446	0.5460534581
447	0.5460512931
448	0.5460125809
449	0.5459886219
450	0.5459541937
451	0.5459287939
452	0.5458959881
453	0.5458548661
454	0.5458301935
455	0.5458244143
456	0.545791618
457	0.5457595428
458	0.54572124
459	0.5457176975
460	0.5456816185
461	0.5456513122
462	0.5456276973
463	0.5455978227
464	0.5455555425
465	0.5455212678
466	0.5454576847
467	0.5454313314
468	0.5453862267
469	0.54530791
470	0.5452830663
471	0.5452571179
472	0.5452396427
473	0.5452325428
474	0.5451995993
475	0.5451621061
476	0.5451244165
477	0.5451114626
478	0.5450806271
479	0.5450802141
480	0.5450440221
481	0.5450059008
482	0.5449552652
483	0.5449268915
484	0.544926352
485	0.5449049153
486	0.5448937573
487	0.5448725016
488	0.5448328079
489	0.5447848131
490	0.5447400647
491	0.5447161958
492	0.544673721
493	0.5446543297
494	0.5446362534
495	0.5446042765
496	0.5445832257
497	0.5445602595
498	0.5445204131
499	0.5444745102
500	0.5444370927
501	0.5444019696
502	0.5443787541
503	0.5443302177
504	0.5443079798
505	0.5442807293
506	0.54423861
507	0.5442047848
508	0.5441614895
509	0.5441324203
510	0.5441224452
511	0.5440945748
512	0.5440664101
513	0.5440258205
514	0.5440094159
515	0.5439993267
516	0.5439487788
517	0.543907679
518	0.5438759673
519	0.543841149
520	0.5438073213
521	0.54380483
522	0.5437788222
523	0.5437467569
524	0.5437112367
525	0.5436863107
526	0.5436611507
527	0.5436318681
528	0.5435976558
529	0.5435757815
530	0.5435489183
531	0.5435144269
532	0.5434806145
533	0.5434296956
534	0.5434111229
535	0.5434039246
536	0.5433764953
537	0.5433297774
538	0.5433012618
539	0.5432680385
540	0.5432383294
541	0.5432030267
542	0.5431791952
543	0.5431615617
544	0.5431310921
545	0.5431012106
546	0.5430866058
547	0.543050408
548	0.5430192138
549	0.5429756956
550	0.5429456518
551	0.5429126306
552	0.5428830552
553	0.5428747176
554	0.5428472754
555	0.5428448952
556	0.5427819227
557	0.542746673
558	0.5427365915
559	0.5426824084
560	0.5426472848
561	0.5426259565
562	0.5426018108
563	0.5425775754
564	0.5425601593
565	0.5425512168
566	0.5425029252
567	0.5424785771
568	0.5424345028
569	0.5424198325
570	0.542401748
571	0.5423726561
572	0.5423290599
573	0.5422998108
574	0.5422766362
575	0.5422494812
576	0.5422121091
577	0.5421919049
578	0.542156463
579	0.5421148205
580	0.5420929856
581	0.5420692538
582	0.5420488034
583	0.5420197827
584	0.5419885384
585	0.5419721534
586	0.5419514422
587	0.5419296086
588	0.5418922885
589	0.5418532256
590	0.5418195797
591	0.5417814165
592	0.5417721966
593	0.5417361624
594	0.5417140577
595	0.5416843209
596	0.5416781365
597	0.5416627401
598	0.5416404804
599	0.5416036952
600	0.5415644913
601	0.5415195374
602	0.5414904415
603	0.5414488099
604	0.5414187684
605	0.5413769839
606	0.5413365984
607	0.5412924654
608	0.5412695868
609	0.5412525125
610	0.5412246283
611	0.5412008503
612	0.5411780568
613	0.5411574506
614	0.5411363347
615	0.5411097271
616	0.541079158
617	0.5410507919
618	0.5410210585
619	0.540996082
620	0.5409578843
621	0.5408967994
622	0.5408789736
623	0.5408456989
624	0.5408118425
625	0.5407852572
626	0.5407547808
627	0.5407155622
628	0.5407035502
629	0.5406736637
630	0.5406207985
631	0.5405950879
632	0.5405615844
633	0.5405363133
634	0.540510095
635	0.5404832478
636	0.5404554596
637	0.5404292328
638	0.5404095298
639	0.5403870189
640	0.5403720073
641	0.5403470376
642	0.5403197409
643	0.5402938188
644	0.5402549015
645	0.5402376602
646	0.5402107811
647	0.5401954611
648	0.5401657051
649	0.5401434906
650	0.5401148669
651	0.5400908839
652	0.5400793613
653	0.5400524791
654	0.5400234484
655	0.540020375
656	0.5400056301
657	0.5399914488
658	0.5399660901
659	0.5399394394
660	0.539912861
661	0.539878184
662	0.5398498069
663	0.5398360029
664	0.5398049333
665	0.5397816505
666	0.5397524856
667	0.5397310807
668	0.5397057872
669	0.5396832661
670	0.5396597724
671	0.5396389964
672	0.5396024198
673	0.5395796654
674	0.5395560381
675	0.539536274
676	0.539486887
677	0.5394552318
678	0.5394405918
679	0.5394290011
680	0.5394067499
681	0.5393835902
682	0.5393473805
683	0.5393098648
684	0.5392972014
685	0.5392668899
686	0.5392219371
687	0.5391845944
688	0.539162524
689	0.5391318239
690	0.5391003432
691	0.5390832608
692	0.5390519273
693	0.5390192052
694	0.5389898088
695	0.5389635425
696	0.5389209069
697	0.5388993881
698	0.5388991713
699	0.538865884
700	0.5388485634
701	0.5388232571
702	0.5388028597
703	0.5387774303
704	0.5387518562
705	0.5387289614
706	0.5387034441
707	0.5386775963
708	0.5386565169
709	0.5386207184
710	0.5386102707
711	0.5385865945
712	0.5385668452
713	0.5385215119
714	0.5385022954
715	0.5384739732
716	0.5384450638
717	0.5384349723
718	0.5384162361
719	0.5383924844
720	0.5383842783
721	0.5383524705
722	0.5383301343
723	0.5383077773
724	0.5382872169
725	0.5382528647
726	0.5382234213
727	0.5381851525
728	0.5381552304
729	0.5381332489
730	0.538097965
731	0.5380754849
732	0.5380600738
733	0.538020842
734	0.5380042836
735	0.5379854212
736	0.537980378
737	0.5379559963
738	0.5379304702
739	0.5378974722
740	0.5378591132
741	0.5378337699
742	0.5378225212
743	0.5377905933
744	0.5377668609
745	0.537765123
746	0.5377472991
747	0.5377173676
748	0.5376846562
749	0.5376581304
750	0.5376221759
751	0.5375846161
752	0.5375649806
753	0.5375463647
754	0.5375221597
755	0.5375006436
756	0.5374765732
757	0.5374506405
758	0.5374126241
759	0.537389339
760	0.5373576664
761	0.5373211928
762	0.5373151444
763	0.5372826706
764	0.5372565436
765	0.5372396479
766	0.5372043462
767	0.5371686602
768	0.5371417055
769	0.5371413001
770	0.5371158115
771	0.5371133457
772	0.5370847619
773	0.537074006
774	0.5370567059
775	0.5370462594
776	0.5370199807
777	0.5369882255
778	0.5369715854
779	0.5369467904
780	0.5369250241
781	0.5368747824
782	0.5368563474
783	0.5368393665
784	0.5368246184
785	0.5367925591
786	0.5367708579
787	0.5367536156
788	0.5367321895
789	0.536720167
790	0.5366746381
791	0.5366565393
792	0.5366329886
793	0.536615453
794	0.5365939325
795	0.5365680208
796	0.5365544284
797	0.5365144578
798	0.5364937443
799	0.5364678399
800	0.5364492405
801	0.5364281329
802	0.5364032341
803	0.5363810258
804	0.5363557299
805	0.5363369521
806	0.5363159616
807	0.536281791
808	0.5362553671
809	0.5362412992
810	0.5362136116
811	0.536198793
812	0.5361679503
813	0.536134296
814	0.5361064936
815	0.5360902881
816	0.536058678
817	0.5360439148
818	0.5360188353
819	0.5359965371
820	0.5359477687
821	0.5359081451
822	0.5358865345
823	0.5358706462
824	0.5358476208
825	0.5358401436
826	0.535814969
827	0.5358001082
828	0.5357770777
829	0.5357541866
830	0.5357290621
831	0.5356950096
832	0.5356731022
833	0.5356519202
834	0.5356231462
835	0.5355963054
836	0.5355690868
837	0.5355559227
838	0.5355266761
839	0.5354964627
840	0.5354710349
841	0.5354559823
842	0.5354402667
843	0.5354154627
844	0.5353883314
845	0.5353618656
846	0.5353348836
847	0.5353082901
848	0.5352876272
849	0.5352751537
850	0.5352533917
851	0.5352352908
852	0.5352158266
853	0.5352100896
854	0.5351690833
855	0.5351565523
856	0.5351205196
857	0.5351030495
858	0.5350830992
859	0.5350517684
860	0.5350172948
861	0.5349845705
862	0.5349528066
863	0.5349317038
864	0.534902584
865	0.5348692638
866	0.5348338214
867	0.5347962576
868	0.5347798661
869	0.5347700431
870	0.534760021
871	0.5347313537
872	0.5347053126
873	0.5346849239
874	0.5346500645
875	0.5346318865
876	0.5345973775
877	0.5345793197
878	0.534578889
879	0.5345634446
880	0.5345455641
881	0.5345208188
882	0.5344816549
883	0.5344592125
884	0.5344144017
885	0.5343934128
886	0.5343622148
887	0.5343441311
888	0.5343375474
889	0.5343298677
890	0.5342991211
891	0.5342687136
892	0.5342527069
893	0.5342237887
894	0.5341929326
895	0.5341696291
896	0.5341523748
897	0.534109649
898	0.5340792415
899	0.5340632093
900	0.5340464829
901	0.5340245528
902	0.5340080384
903	0.533983716
904	0.5339597463
905	0.5339316754
906	0.5339046784
907	0.5338898733
908	0.5338692106
909	0.5338390466
910	0.5338089964
911	0.5337949501
912	0.5337756835
913	0.5337451422
914	0.5337325238
915	0.5337005649
916	0.5336749763
917	0.5336483735
918	0.5336372508
919	0.5336175642
920	0.5335976717
921	0.5335597204
922	0.5335358643
923	0.5335107399
924	0.533492362
925	0.5334773418
926	0.5334637613
927	0.5334409278
928	0.5334296778
929	0.5334196353
930	0.5334075599
931	0.5333655686
932	0.5333362648
933	0.5333322384
934	0.5333064709
935	0.5332863416
936	0.5332738958
937	0.5332440681
938	0.5332026193
939	0.5331843347
940	0.5331521466
941	0.5331339637
942	0.5331038367
943	0.5330854114
944	0.5330658446
945	0.5330497314
946	0.5330360137
947	0.533014395
948	0.5329937506
949	0.5329651707
950	0.5329485939
951	0.5329309873
952	0.5329153246
953	0.5328885532
954	0.5328527206
955	0.5328120971
956	0.5327838077
957	0.5327536836
958	0.5327219756
959	0.5326994315
960	0.5326658914
961	0.5326482507
962	0.5326108243
963	0.532598868
964	0.5325768903
965	0.5325417762
966	0.5325172431
967	0.5324920959
968	0.5324591405
969	0.5324331416
970	0.5324182898
971	0.5324023162
972	0.5323870634
973	0.5323737841
974	0.5323440061
975	0.5323203631
976	0.5322997991
977	0.5322684004
978	0.5322549688
979	0.532230441
980	0.5322125546
981	0.5321983302
982	0.5321795528
983	0.5321499002
984	0.5321384002
985	0.5321219342
986	0.5320999389
987	0.5320807547
988	0.5320395096
989	0.5320256535
990	0.5319998096
991	0.5319812041
992	0.5319478338
993	0.5319210424
994	0.5318809361
995	0.5318632502
996	0.5318345412
997	0.5318140612
998	0.5318019738
999	0.5317782277
